INPUT                            STACK                                                                                                                                                                                                                                                                                                                                                                                                  ACTION
('if', 'if')                     [141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                                         SHIFT 18
('(', '(')                       [18, 'if', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                               SHIFT 30
('IDENTIFIER', 'IDENTIFIER')     [30, '(', 18, 'if', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                      SHIFT 51
('!=', '!=')                     [51, 'IDENTIFIER', 30, '(', 18, 'if', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                    REDUCE 45
('!=', '!=')                     [40, 'varName', 30, '(', 18, 'if', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                       REDUCE 47
('!=', '!=')                     [37, 'term', 30, '(', 18, 'if', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                          SHIFT 76
('IDENTIFIER', 'LITERAL_CHAR')   [76, '!=', 37, 'term', 30, '(', 18, 'if', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                REDUCE 15
('IDENTIFIER', 'LITERAL_CHAR')   [68, 'relationalOperator', 37, 'term', 30, '(', 18, 'if', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                SHIFT 51
(')', ')')                       [51, 'IDENTIFIER', 68, 'relationalOperator', 37, 'term', 30, '(', 18, 'if', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                              REDUCE 45
(')', ')')                       [40, 'varName', 68, 'relationalOperator', 37, 'term', 30, '(', 18, 'if', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                 REDUCE 47
(')', ')')                       [37, 'term', 68, 'relationalOperator', 37, 'term', 30, '(', 18, 'if', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                    REDUCE 80
(')', ')')                       [105, 'expression', 68, 'relationalOperator', 37, 'term', 30, '(', 18, 'if', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                             REDUCE 79
(')', ')')                       [61, 'expression', 30, '(', 18, 'if', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                    SHIFT 100
('{', '{')                       [100, ')', 61, 'expression', 30, '(', 18, 'if', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                          SHIFT 119
('retun', 'retun')               [119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                SHIFT 21
('IDENTIFIER', 'LITERAL_INT')    [21, 'retun', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                   SHIFT 51
(';', ';')                       [51, 'IDENTIFIER', 21, 'retun', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                 REDUCE 45
(';', ';')                       [40, 'varName', 21, 'retun', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                    REDUCE 47
(';', ';')                       [37, 'term', 21, 'retun', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                       REDUCE 80
(';', ';')                       [35, 'expression', 21, 'retun', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                 SHIFT 65
('}', '}')                       [65, ';', 35, 'expression', 21, 'retun', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                        REDUCE 76
('}', '}')                       [10, 'returnStatement', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                         REDUCE 58
('}', '}')                       [134, 'statement', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                              REDUCE 90
('}', '}')                       [133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                             SHIFT 148
('let', 'let')                   [148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                   REDUCE 70
('let', 'let')                   [7, 'ifStatement', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                       REDUCE 55
('let', 'let')                   [134, 'statement', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                       REDUCE 90
('let', 'let')                   [152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                      SHIFT 17
('IDENTIFIER', 'IDENTIFIER')     [17, 'let', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                           SHIFT 28
('[', '[')                       [28, 'IDENTIFIER', 17, 'let', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                         REDUCE 45
('[', '[')                       [29, 'varName', 17, 'let', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                            SHIFT 59
('IDENTIFIER', 'LITERAL_INT')    [59, '[', 29, 'varName', 17, 'let', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                   SHIFT 51
('*', '*')                       [51, 'IDENTIFIER', 59, '[', 29, 'varName', 17, 'let', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                 REDUCE 45
('*', '*')                       [40, 'varName', 59, '[', 29, 'varName', 17, 'let', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                    REDUCE 47
('*', '*')                       [37, 'term', 59, '[', 29, 'varName', 17, 'let', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                       SHIFT 79
('IDENTIFIER', 'IDENTIFIER')     [79, '*', 37, 'term', 59, '[', 29, 'varName', 17, 'let', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                              REDUCE 7
('IDENTIFIER', 'IDENTIFIER')     [69, 'arithmeticOperator', 37, 'term', 59, '[', 29, 'varName', 17, 'let', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                             REDUCE 18
('IDENTIFIER', 'IDENTIFIER')     [67, 'operator', 37, 'term', 59, '[', 29, 'varName', 17, 'let', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                       SHIFT 51
(']', ']')                       [51, 'IDENTIFIER', 67, 'operator', 37, 'term', 59, '[', 29, 'varName', 17, 'let', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                     REDUCE 45
(']', ']')                       [40, 'varName', 67, 'operator', 37, 'term', 59, '[', 29, 'varName', 17, 'let', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                        REDUCE 47
(']', ']')                       [37, 'term', 67, 'operator', 37, 'term', 59, '[', 29, 'varName', 17, 'let', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                           REDUCE 80
(']', ']')                       [104, 'expression', 67, 'operator', 37, 'term', 59, '[', 29, 'varName', 17, 'let', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                    REDUCE 78
(']', ']')                       [97, 'expression', 59, '[', 29, 'varName', 17, 'let', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                 SHIFT 116
('=', '=')                       [116, ']', 97, 'expression', 59, '[', 29, 'varName', 17, 'let', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                       SHIFT 131
('IDENTIFIER', 'LITERAL_INT')    [131, '=', 116, ']', 97, 'expression', 59, '[', 29, 'varName', 17, 'let', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                             SHIFT 51
('-', '-')                       [51, 'IDENTIFIER', 131, '=', 116, ']', 97, 'expression', 59, '[', 29, 'varName', 17, 'let', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                           REDUCE 45
('-', '-')                       [40, 'varName', 131, '=', 116, ']', 97, 'expression', 59, '[', 29, 'varName', 17, 'let', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                              REDUCE 47
('-', '-')                       [37, 'term', 131, '=', 116, ']', 97, 'expression', 59, '[', 29, 'varName', 17, 'let', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                 SHIFT 78
('(', '(')                       [78, '-', 37, 'term', 131, '=', 116, ']', 97, 'expression', 59, '[', 29, 'varName', 17, 'let', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                        REDUCE 6
('(', '(')                       [69, 'arithmeticOperator', 37, 'term', 131, '=', 116, ']', 97, 'expression', 59, '[', 29, 'varName', 17, 'let', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                       REDUCE 18
('(', '(')                       [67, 'operator', 37, 'term', 131, '=', 116, ']', 97, 'expression', 59, '[', 29, 'varName', 17, 'let', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                 SHIFT 41
('IDENTIFIER', 'IDENTIFIER')     [41, '(', 67, 'operator', 37, 'term', 131, '=', 116, ']', 97, 'expression', 59, '[', 29, 'varName', 17, 'let', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                        SHIFT 51
('/', '/')                       [51, 'IDENTIFIER', 41, '(', 67, 'operator', 37, 'term', 131, '=', 116, ']', 97, 'expression', 59, '[', 29, 'varName', 17, 'let', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                      REDUCE 45
('/', '/')                       [40, 'varName', 41, '(', 67, 'operator', 37, 'term', 131, '=', 116, ']', 97, 'expression', 59, '[', 29, 'varName', 17, 'let', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                         REDUCE 47
('/', '/')                       [37, 'term', 41, '(', 67, 'operator', 37, 'term', 131, '=', 116, ']', 97, 'expression', 59, '[', 29, 'varName', 17, 'let', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                            SHIFT 80
('IDENTIFIER', 'LITERAL_INT')    [80, '/', 37, 'term', 41, '(', 67, 'operator', 37, 'term', 131, '=', 116, ']', 97, 'expression', 59, '[', 29, 'varName', 17, 'let', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                   REDUCE 8
('IDENTIFIER', 'LITERAL_INT')    [69, 'arithmeticOperator', 37, 'term', 41, '(', 67, 'operator', 37, 'term', 131, '=', 116, ']', 97, 'expression', 59, '[', 29, 'varName', 17, 'let', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                  REDUCE 18
('IDENTIFIER', 'LITERAL_INT')    [67, 'operator', 37, 'term', 41, '(', 67, 'operator', 37, 'term', 131, '=', 116, ']', 97, 'expression', 59, '[', 29, 'varName', 17, 'let', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                            SHIFT 51
(')', ')')                       [51, 'IDENTIFIER', 67, 'operator', 37, 'term', 41, '(', 67, 'operator', 37, 'term', 131, '=', 116, ']', 97, 'expression', 59, '[', 29, 'varName', 17, 'let', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                          REDUCE 45
(')', ')')                       [40, 'varName', 67, 'operator', 37, 'term', 41, '(', 67, 'operator', 37, 'term', 131, '=', 116, ']', 97, 'expression', 59, '[', 29, 'varName', 17, 'let', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                             REDUCE 47
(')', ')')                       [37, 'term', 67, 'operator', 37, 'term', 41, '(', 67, 'operator', 37, 'term', 131, '=', 116, ']', 97, 'expression', 59, '[', 29, 'varName', 17, 'let', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                REDUCE 80
(')', ')')                       [104, 'expression', 67, 'operator', 37, 'term', 41, '(', 67, 'operator', 37, 'term', 131, '=', 116, ']', 97, 'expression', 59, '[', 29, 'varName', 17, 'let', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                         REDUCE 78
(')', ')')                       [86, 'expression', 41, '(', 67, 'operator', 37, 'term', 131, '=', 116, ']', 97, 'expression', 59, '[', 29, 'varName', 17, 'let', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                      SHIFT 110
(';', ';')                       [110, ')', 86, 'expression', 41, '(', 67, 'operator', 37, 'term', 131, '=', 116, ']', 97, 'expression', 59, '[', 29, 'varName', 17, 'let', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                            REDUCE 49
(';', ';')                       [37, 'term', 67, 'operator', 37, 'term', 131, '=', 116, ']', 97, 'expression', 59, '[', 29, 'varName', 17, 'let', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                     REDUCE 80
(';', ';')                       [104, 'expression', 67, 'operator', 37, 'term', 131, '=', 116, ']', 97, 'expression', 59, '[', 29, 'varName', 17, 'let', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                              REDUCE 78
(';', ';')                       [146, 'expression', 131, '=', 116, ']', 97, 'expression', 59, '[', 29, 'varName', 17, 'let', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                          SHIFT 157
('coll', 'coll')                 [157, ';', 146, 'expression', 131, '=', 116, ']', 97, 'expression', 59, '[', 29, 'varName', 17, 'let', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                REDUCE 64
('coll', 'coll')                 [6, 'letStatement', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                   REDUCE 54
('coll', 'coll')                 [149, 'statement', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                    REDUCE 89
('coll', 'coll')                 [152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                                      SHIFT 20
('IDENTIFIER', 'IDENTIFIER')     [20, 'coll', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                                          SHIFT 34
('(', '(')                       [34, 'IDENTIFIER', 20, 'coll', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                        REDUCE 19
('(', '(')                       [33, 'functionName', 20, 'coll', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                      SHIFT 64
('(', '(')                       [64, '(', 33, 'functionName', 20, 'coll', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                             SHIFT 41
('IDENTIFIER', 'LITERAL_CHAR')   [41, '(', 64, '(', 33, 'functionName', 20, 'coll', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                    SHIFT 51
('+', '+')                       [51, 'IDENTIFIER', 41, '(', 64, '(', 33, 'functionName', 20, 'coll', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                  REDUCE 45
('+', '+')                       [40, 'varName', 41, '(', 64, '(', 33, 'functionName', 20, 'coll', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                     REDUCE 47
('+', '+')                       [37, 'term', 41, '(', 64, '(', 33, 'functionName', 20, 'coll', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                        SHIFT 77
('IDENTIFIER', 'IDENTIFIER')     [77, '+', 37, 'term', 41, '(', 64, '(', 33, 'functionName', 20, 'coll', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                               REDUCE 5
('IDENTIFIER', 'IDENTIFIER')     [69, 'arithmeticOperator', 37, 'term', 41, '(', 64, '(', 33, 'functionName', 20, 'coll', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                              REDUCE 18
('IDENTIFIER', 'IDENTIFIER')     [67, 'operator', 37, 'term', 41, '(', 64, '(', 33, 'functionName', 20, 'coll', 152, 'statements', 141, '{', 127, ')', 112, 'parameterList', 94, '(', 55, 'functionName', 25, 'funkshun', 4, 'dataType', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                        SHIFT 51
